#R(kpc) median 16percentile 84percentile lowparam highparam  
0.000e+00 14.81 13.90 15.48 5.52 10.72 3049
1.071e+01 14.61 13.82 15.07 5.52 10.72 3049
2.143e+01 14.48 13.58 14.91 5.52 10.72 3049
3.214e+01 14.35 13.15 14.80 5.52 10.72 3049
4.286e+01 14.20 12.71 14.69 5.52 10.72 3049
5.357e+01 14.06 12.17 14.61 5.52 10.72 3049
6.429e+01 13.88 11.83 14.51 5.52 10.72 3049
7.500e+01 13.74 11.56 14.43 5.52 10.72 3049
8.571e+01 13.59 11.44 14.35 5.52 10.72 3049
9.643e+01 13.39 11.26 14.27 5.52 10.72 3049
1.071e+02 13.32 11.18 14.22 5.52 10.72 3049
1.179e+02 13.16 11.08 14.12 5.52 10.72 3049
1.286e+02 13.00 10.97 14.05 5.52 10.72 3049
1.393e+02 12.91 10.89 14.00 5.52 10.72 3049
1.500e+02 12.72 10.85 13.94 5.52 10.72 3049
