#R(kpc) median 16percentile 84percentile lowparam highparam  
0.000e+00 14.43 12.54 15.04 8.12 10.72 1513
1.071e+01 14.36 12.77 14.89 8.12 10.72 1513
2.143e+01 14.20 12.17 14.76 8.12 10.72 1513
3.214e+01 14.10 11.62 14.68 8.12 10.72 1513
4.286e+01 13.93 11.38 14.60 8.12 10.72 1513
5.357e+01 13.69 11.08 14.50 8.12 10.72 1513
6.429e+01 13.31 10.92 14.42 8.12 10.72 1513
7.500e+01 13.08 10.77 14.36 8.12 10.72 1513
8.571e+01 12.70 10.73 14.27 8.12 10.72 1513
9.643e+01 12.56 10.62 14.18 8.12 10.72 1513
1.071e+02 12.36 10.59 14.13 8.12 10.72 1513
1.179e+02 12.04 10.49 14.05 8.12 10.72 1513
1.286e+02 11.98 10.43 13.97 8.12 10.72 1513
1.393e+02 11.86 10.44 13.93 8.12 10.72 1513
1.500e+02 11.76 10.34 13.87 8.12 10.72 1513
