#R(kpc) median 16percentile 84percentile lowparam highparam  
0.000e+00 15.00 14.46 15.73 6.05 8.22 1059
1.071e+01 14.73 14.21 15.14 6.05 8.22 1059
2.143e+01 14.61 14.02 15.01 6.05 8.22 1059
3.214e+01 14.49 13.80 14.88 6.05 8.22 1059
4.286e+01 14.38 13.58 14.79 6.05 8.22 1059
5.357e+01 14.21 13.28 14.68 6.05 8.22 1059
6.429e+01 14.06 12.89 14.59 6.05 8.22 1059
7.500e+01 13.93 12.68 14.53 6.05 8.22 1059
8.571e+01 13.83 12.48 14.42 6.05 8.22 1059
9.643e+01 13.73 12.33 14.39 6.05 8.22 1059
1.071e+02 13.59 12.27 14.31 6.05 8.22 1059
1.179e+02 13.46 12.14 14.25 6.05 8.22 1059
1.286e+02 13.36 11.96 14.21 6.05 8.22 1059
1.393e+02 13.23 11.83 14.14 6.05 8.22 1059
1.500e+02 13.12 11.73 14.06 6.05 8.22 1059
