#R(kpc) median 16percentile 84percentile lowparam highparam  
0.000e+00 14.31 12.14 14.94 8.22 10.40 1054
1.071e+01 14.24 12.16 14.81 8.22 10.40 1054
2.143e+01 14.12 11.65 14.71 8.22 10.40 1054
3.214e+01 13.92 11.27 14.64 8.22 10.40 1054
4.286e+01 13.76 10.98 14.55 8.22 10.40 1054
5.357e+01 13.29 10.87 14.44 8.22 10.40 1054
6.429e+01 12.94 10.70 14.34 8.22 10.40 1054
7.500e+01 12.56 10.65 14.28 8.22 10.40 1054
8.571e+01 12.04 10.51 14.13 8.22 10.40 1054
9.643e+01 11.90 10.46 14.04 8.22 10.40 1054
1.071e+02 11.69 10.42 14.03 8.22 10.40 1054
1.179e+02 11.58 10.38 13.93 8.22 10.40 1054
1.286e+02 11.47 10.28 13.83 8.22 10.40 1054
1.393e+02 11.42 10.28 13.81 8.22 10.40 1054
1.500e+02 11.37 10.23 13.74 8.22 10.40 1054
